	Token	Tag	Annotation_ID	Multi_Token_Annotation
1576	war	O	none	0
1577	.	O	none	0
1578	sich	O	none	0
1579	riß	B-Bewegung-ALT	55BFCC90-526B-4A30-88B2-F701C185C1DD	1
1580	zu	O	none	0
1581	den	O	none	0
1582	diese	O	none	0
1583	die	O	none	0
1584	hübsches	O	none	0
1585	hätte	O	none	0
1586	kaufen	B-Bewegung-Subjekt	0FB25B66-AD58-426C-B72D-271B74E0EBB1	1
1587	,	O	none	0
1588	.	O	none	0
1589	,	O	none	0
1590	der	O	none	0
1591	,	O	none	0
1592	absagen	O	none	0
1593	ich	O	none	0
1594	Leitung	O	none	0
1595	auf	O	none	0
1596	Grüße	O	none	0
1597	und	O	none	0
1598	über	O	none	0
1599	mir	O	none	0
1600	.	O	none	0
1601	nicht	O	none	0
1602	sie	O	none	0
1603	fünfzig	O	none	0
1604	lag	O	none	0
1605	ihm	O	none	0
1606	und	O	none	0
1607	legte	B-Bewegung-Subjekt	6ED66E2E-5A2D-4121-9033-925E4B0FE5E7	1
1608	bis	O	none	0
1609	verstand	B-Bewegung-ALT	031FF9A5-B969-4EF6-A2D4-A8AAD0CBFF3F	1
1610	der	O	none	0
1611	war	O	none	0
1612	ich	O	none	0
1613	nach	B-Richtung	B5D59094-C238-4575-8D1F-153A8AFD2430	1
1614	wieder	O	none	0
1615	und	O	none	0
1616	der	O	none	0
1617	Bonn	B-Ort-Container-BK	63811F93-DF9F-467A-8973-7656F622BFCB	1
1618	vergaß	O	none	0
1619	,	O	none	0
1620	Apparat	O	none	0
1621	kaum	O	none	0
1622	schlage	B-Bewegung-Schall	255C95BD-D3BA-44EC-8F7F-F17DB94BE538	2
1623	Beamten	O	none	0
1624	Koblenz	B-Ort-ALT	A8CCA6C4-EE48-402F-A00E-873E1121D2F4	1
1625	auftrat	B-Bewegung-ALT	0D7D877B-8FE2-4DC4-A78D-480BCF904388	1
1626	es	O	none	0
1627	existieren	O	none	0
1628	Auftritt	O	none	0
1629	zu	O	none	0
1630	mir	O	none	0
1631	,	O	none	0
1632	auf	O	none	0
1633	die	O	none	0
1634	der	O	none	0
1635	 	I-Ort-Container	BAB70D07-B86C-4980-9503-408426703AE6	3
1636	Ich	O	none	0
1637	als	O	none	0
1638	\n	O	none	0
1639	,	O	none	0
1640	meinem	O	none	0
1641	Melodien	O	none	0
1642	und	O	none	0
1643	Litanei	O	none	0
1644	Zuschauer	O	none	0
1645	einer	O	none	0
1646	meistens	O	none	0
1647	Heilung	O	none	0
1648	kein	O	none	0
1649	.	O	none	0
1650	einer	O	none	0
1651	des	O	none	0
1652	in	B-Richtung-ALT	8933AD24-9357-49E5-9BAA-AC375608D350	1
1653	Ende	B-Ort-Abstrakt	E978CF3D-2A6C-4BBF-9953-C9B6544F3FB1	1
1654	Zohnerer	O	none	0
1655	,	O	none	0
1656	und	O	none	0
1657	in	B-Positionierung-ALT	CB06BC80-AFE2-47EE-857C-08165B0756AA	1
1658	die	O	none	0
1659	,	O	none	0
1660	an	B-Richtung	1C3DC336-152F-4DAC-9571-485017433791	1
1661	mich	O	none	0
1662	:	O	none	0
1663	von	B-Richtung-ALT	FBD07C08-3E97-4204-B8E1-BB06C71C00AC	1
1664	\n	O	none	0
1665	ein	B-Bewegung-Subjekt	727C3A1A-8753-450A-B5AE-AC60D25B6249	2
1666	war	O	none	0
1667	gehen	B-Bewegung-Subjekt	93CEF07C-04FD-4690-BA64-E039FED29B8C	1
1668	Anfang	B-Ort-ALT	E8E54465-4A1C-417F-8525-E907928184A8	1
1669	verbietet	O	none	0
1670	ordinär	O	none	0
1671	Bitte	O	none	0
1672	,	O	none	0
1673	»	O	none	0
1674	nach	B-Richtung	14ED2F8E-8A88-4AC8-BBE3-E3B2F2C117B1	1
1675	exakt	O	none	0
1676	)	O	none	0
1677	nicht	O	none	0
1678	hätte	O	none	0
1679	.	O	none	0
1680	,	O	none	0
1681	zweiter	O	none	0
1682	Knieverletzung	O	none	0
1683	das	O	none	0
1684	durch	O	none	0
1685	.	O	none	0
1686	,	O	none	0
1687	steckte	B-Bewegung-Subjekt	A2194F8B-634C-4FE5-8E40-DE629BCEE6CF	2
1688	,	O	none	0
1689	und	O	none	0
1690	,	I-Dimensionierung-Abstand	021E90E0-8E14-4F57-81E8-4F4F013A7D72	12
1691	,	O	none	0
1692	dem	O	none	0
1693	frei	O	none	0
1694	gurgelte	B-Bewegung-Schall	26C413BE-1152-496D-BF88-E376971FE17A	2
1695	,	O	none	0
1696	meiner	O	none	0
1697	der	O	none	0
1698	fahren	B-Bewegung-Subjekt	56D57890-8E82-456E-A63B-ED5C2F2F6CA7	1
1699	ersparen	O	none	0
1700	Wohlbefindens	O	none	0
1701	,	O	none	0
1702	Briefumschlag	O	none	0
1703	noch	O	none	0
1704	Verlegenheit	O	none	0
1705	verlassen	B-Bewegung-ALT	C593B161-1570-4BFD-A3D6-F7A2F2B8BFE2	1
1706	,	O	none	0
1707	noch	O	none	0
1708	»	O	none	0
1709	ich	O	none	0
1710	rasch	O	none	0
1711	das	O	none	0
1712	diese	O	none	0
1713	mit	O	none	0
1714	an	B-Bewegung-Subjekt	A2194F8B-634C-4FE5-8E40-DE629BCEE6CF	2
1715	hundert	O	none	0
1716	christlichen	O	none	0
1717	hatte	O	none	0
1718	Einfälle	O	none	0
1719	Kirche	B-Ort-ALT	9E580CB2-78BE-4C05-A0D7-4E10294158CD	1
1720	»	O	none	0
1721	.	O	none	0
1722	Fahrer	O	none	0
1723	Berufsbezeichnung	O	none	0
1724	brauche	O	none	0
1725	Taxi	B-Ort-Container	8DE0D0F1-33C2-4D8F-AF52-27F7CEE8E490	1
1726	»	O	none	0
1727	:	O	none	0
1728	meiner	O	none	0
1729	Stimme	O	none	0
1730	vor	O	none	0
1731	Natur	O	none	0
1732	gekannt	O	none	0
1733	nie	O	none	0
1734	Kostert	O	none	0
1735	wartete	O	none	0
1736	Zustand	O	none	0
1737	mein	O	none	0
1738	vors	B-Richtung	113CAB75-4D2E-463D-87F7-6C849FA65B5D	1
1739	mein	O	none	0
1740	mag	O	none	0
1741	ungenaue	O	none	0
1742	Ingredienzien	O	none	0
1743	und	O	none	0
1744	.	O	none	0
1745	von	O	none	0
1746	Gut	O	none	0
1747	der	O	none	0
1748	sagte	B-Bewegung-Schall	C868178E-A8A7-4E9A-BB12-6D1DD6194534	1
1749	er	O	none	0
1750	,	O	none	0
1751	gemeinhin	O	none	0
1752	 	O	none	0
1753	daß	O	none	0
1754	,	O	none	0
1755	erhoffe	O	none	0
1756	vor	O	none	0
1757	sahen	B-Bewegung-Licht	4BCF019F-B5CB-420B-9BE9-618640F2CD5C	1
1758	,	O	none	0
1759	gibt	O	none	0
1760	die	O	none	0
1761	Angst	O	none	0
1762	mir	O	none	0
1763	rauf	B-Richtung	FA9A6FA2-498E-43DB-81C9-DCB75D7D0288	1
1764	es	O	none	0
1765	meistens	O	none	0
1766	der	O	none	0
1767	deponieren	B-Bewegung-Subjekt	5928555C-73C3-4754-9006-0567AA703806	1
1768	das	O	none	0
1769	wäre	O	none	0
1770	mir	O	none	0
1771	Marie	O	none	0
1772	uns	O	none	0
1773	auf	B-Positionierung	46EA8632-98ED-4263-8417-0794E15E3D43	1
1774	Nun	O	none	0
1775	doch	O	none	0
1776	,	O	none	0
1777	putzen	B-Bewegung-Subjekt	AD02E3A3-45F3-414B-9D5A-EDDA483E387B	1
1778	miserabler	O	none	0
1779	Melancholie	O	none	0
1780	abgezählt	O	none	0
1781	,	O	none	0
1782	vier	I-Dimensionierung-Abstand	021E90E0-8E14-4F57-81E8-4F4F013A7D72	12
1783	Herrn	O	none	0
1784	ungenau	O	none	0
1785	und	O	none	0
1786	selbst	O	none	0
1787	Jugendlichen	O	none	0
1788	auch	O	none	0
1789	,	O	none	0
1790	runter	B-Richtung	C4176E36-4354-4C50-B926-47D8CD51A0B2	1
1791	zu	O	none	0
1792	ein	O	none	0
1793	Gepäck	O	none	0
1794	doch	O	none	0
1795	in	O	none	0
1796	verstanden	B-Bewegung-ALT	A6B9107A-D559-4594-BFB5-DE7207C6E885	1
1797	Sie	O	none	0
1798	herausschlagen	B-Bewegung-ALT	7296576E-2FD8-4218-81B2-E7D852900B96	1
1799	anhören	B-Bewegung-Schall	9C1CF309-1CCC-47E2-B62C-6B797C53ABAF	1
1800	sondern	O	none	0
1801	nur	O	none	0
1802	Chaplin-Imitation	O	none	0
1803	mag	O	none	0
1804	ich	O	none	0
1805	wie	O	none	0
1806	humpelte	B-Bewegung-Subjekt	1A5E0BE3-4D03-4DFD-BCC0-E985C953F2DB	2
1807	ich	O	none	0
1808	hätte	O	none	0
1809	der	O	none	0
1810	die	O	none	0
1811	bin	O	none	0
1812	Marie	O	none	0
1813	Zustand	O	none	0
1814	Clown	O	none	0
1815	dunkel	O	none	0
1816	setzten	B-Bewegung-ALT	F90AB7B8-679B-4308-8A51-683A8987D8B1	1
1817	meiner	O	none	0
1818	reichlich	O	none	0
1819	Kopfschmerz	O	none	0
1820	der	O	none	0
1821	Es	O	none	0
1822	müssen	O	none	0
1823	weniger	O	none	0
1824	nicht	O	none	0
1825	Bezeichnung	O	none	0
1826	vor	O	none	0
1827	lassen	O	none	0
1828	Schminke	O	none	0
1829	nicht	O	none	0
1830	,	O	none	0
1831	\n	O	none	0
1832	,	O	none	0
1833	erlauben	O	none	0
1834	ausgemacht	B-Bewegung-ALT	F2ECCAC2-9BC5-4575-AD10-9BBEF052E77F	1
1835	ich	O	none	0
1836	mit	O	none	0
1837	dann	O	none	0
1838	hier	B-Positionierung	E367441E-84A9-45FD-AAFC-2D62D35D5AD6	1
1839	.	O	none	0
1840	an	O	none	0
1841	das	O	none	0
1842	die	O	none	0
1843	Ankunft	O	none	0
1844	,	O	none	0
1845	)	O	none	0
1846	verletzt	B-Bewegung-ALT	2C5F2A49-451E-4F75-8086-44BA831D0E22	1
1847	,	O	none	0
1848	nicht	O	none	0
1849	der	O	none	0
1850	katholische	O	none	0
1851	erscheint	B-Bewegung-ALT	EBDB68D6-109A-42E3-99FF-0352355C80CF	1
1852	er	O	none	0
1853	irgend	O	none	0
1854	ich	O	none	0
1855	daß	O	none	0
1856	:	O	none	0
1857	,	O	none	0
1858	aber	O	none	0
1859	wütend	O	none	0
1860	voll	O	none	0
1861	\n	O	none	0
1862	,	O	none	0
1863	den	O	none	0
1864	weg	B-Bewegung-Subjekt	1A5E0BE3-4D03-4DFD-BCC0-E985C953F2DB	2
1865	Marie	O	none	0
1866	war	O	none	0
1867	Sadismus	O	none	0
1868	die	O	none	0
1869	eine	O	none	0
1870	daß	O	none	0
1871	»	O	none	0
1872	bediene	B-Bewegung-ALT	8E81A595-16C9-4E8C-A463-7C32F0957323	1
1873	Rest	O	none	0
1874	mit	O	none	0
1875	die	O	none	0
1876	Marie	O	none	0
1877	beruhigend	O	none	0
1878	es	O	none	0
1879	Reisetasche	O	none	0
1880	»	O	none	0
1881	ein	O	none	0
1882	besser	O	none	0
1883	der	O	none	0
1884	verwechselt	O	none	0
1885	Eltern	O	none	0
1886	eine	O	none	0
1887	war	O	none	0
1888	Kostert	O	none	0
1889	wird	O	none	0
1890	neben	B-Positionierung	C815264B-0C90-4097-BA6F-FC4F529EA106	1
1891	die	O	none	0
1892	war	O	none	0
1893	mich	O	none	0
1894	bis	B-Richtung-ALT	A59C11AB-9B51-4B6B-91D4-B482A277AA7A	1
1895	ist	O	none	0
1896	der	O	none	0
1897	Es	O	none	0
1898	es	O	none	0
1899	zu	O	none	0
1900	Marionette	O	none	0
1901	vom	B-Richtung	11032A07-A161-4CC0-852D-C7A467FE7BCC	1
1902	bringen	B-Bewegung-ALT	C2365586-F578-4673-A192-81FDA433FDD9	1
1903	den	O	none	0
1904	«	O	none	0
1905	und	O	none	0
1906	Rechnung	O	none	0
1907	sich	O	none	0
1908	ich	O	none	0
1909	mich	O	none	0
1910	»	O	none	0
1911	Erwachen	O	none	0
1912	.	O	none	0
1913	abzuschminken	B-Bewegung-Subjekt	A99DDC17-2E27-4C56-B39C-3FEACFEC3258	1
1914	Es	O	none	0
1915	würde	O	none	0
1916	ein	O	none	0
1917	das	O	none	0
1918	den	O	none	0
1919	fast	O	none	0
1920	,	O	none	0
1921	aus	B-Bewegung-ALT	09D52B00-7F88-46B9-B4E8-3BB2B51B1F30	2
1922	ich	O	none	0
1923	Bahnhof	B-Ort-Container	1F7E48E9-FD3A-4096-A312-A8CA52D57D38	1
1924	Sie	O	none	0
1925	meistens	O	none	0
1926	,	O	none	0
1927	zu	O	none	0
1928	um	O	none	0
1929	waren	O	none	0
1930	Wenn	O	none	0
1931	sich	O	none	0
1932	,	O	none	0
1933	Ich	O	none	0
1934	,	O	none	0
1935	Schnier	O	none	0
1936	zu	O	none	0
1937	gab	B-Bewegung-ALT	AD36A692-F566-427C-8634-6EF5C965F9DC	1
1938	durchgehe	B-Bewegung-ALT	29FD00C8-6761-4523-ADC2-F05342B88D30	1
1939	würde	O	none	0
1940	der	O	none	0
1941	lang	B-Dimensionierung-ALT	9E6CDCDD-E909-43AC-99A0-7A521B0D3977	1
1942	zu	O	none	0
1943	mindestens	O	none	0
1944	.	O	none	0
1945	ich	O	none	0
1946	er	O	none	0
1947	,	O	none	0
1948	mehr	O	none	0
1949	die	O	none	0
1950	gewesen	O	none	0
1951	Kostert	O	none	0
1952	einem	O	none	0
1953	zu	O	none	0
1954	nichts	O	none	0
1955	Anruf	O	none	0
1956	Entfernung	O	none	0
1957	Lehrgangsabschluß	O	none	0
1958	sagte	B-Bewegung-Schall	468C6170-7C67-4A83-B847-A120E61275ED	1
1959	Mark	O	none	0
1960	der	O	none	0
1961	Kaffeekanne	O	none	0
1962	weitersprach	B-Bewegung-Schall	D3C5E9D1-4B25-48C1-9E5F-8952CAF2B334	1
1963	sein	O	none	0
1964	offizielle	O	none	0
1965	noch	O	none	0
1966	sagte	B-Bewegung-Schall	E16E38D3-1011-4FBF-8B5A-81E84360D96E	1
1967	Gründen	O	none	0
1968	Marie	O	none	0
1969	Taxa	O	none	0
1970	Mark	I-Dimensionierung-Abstand	021E90E0-8E14-4F57-81E8-4F4F013A7D72	12
1971	Genauigkeit	O	none	0
1972	ähnlich	O	none	0
1973	Offenbar	O	none	0
1974	kratzte	B-Bewegung-Schall	9BAA6057-20DA-4D75-BF6E-7A91FDC3708D	1
1975	rief	B-Bewegung-Schall	E1123502-65E7-45BB-9F1D-0126F1BEE10C	1
1976	unmöglich	O	none	0
1977	eine	O	none	0
1978	auf	B-Richtung	50BE260F-A8CF-4260-8CF1-C1FB5402FBEA	1
1979	nach	O	none	0
1980	.	O	none	0
1981	»	O	none	0
1982	sorgt	O	none	0
1983	führe	B-Bewegung-ALT	09D52B00-7F88-46B9-B4E8-3BB2B51B1F30	2
1984	?	O	none	0
1985	Schnaps	O	none	0
1986	auf	O	none	0
1987	.	O	none	0
1988	Hausfrauen	O	none	0
1989	der	O	none	0
1990	mich	O	none	0
1991	und	O	none	0
1992	Bonn	B-Ort-Container	6368914F-58AC-4D7B-A771-AB266D74331B	1
1993	Fahrkarte	O	none	0
1994	bei	O	none	0
1995	die	O	none	0
1996	in	B-Positionierung	7BFACC2A-FEE2-4A91-ACB4-707AD2A2B99A	1
1997	?	O	none	0
1998	selbst	O	none	0
1999	Ich	O	none	0
2000	trügerischer	O	none	0
2001	legte	B-Bewegung-Subjekt	676A53EF-295B-4D72-85BC-6743CF14D48B	1
2002	aufnehmen	B-Bewegung-Subjekt	B87E694A-FF71-43B1-BA4E-0E6C9718F609	1
2003	,	O	none	0
2004	Gesicht	O	none	0
2005	Lauretanische	O	none	0
2006	»	O	none	0
2007	Kunststofftablett	O	none	0
2008	Sie	O	none	0
2009	Hotel	B-Ort-Container	6059A643-3E6E-40E8-8792-4A6E79D1F2DB	1
2010	mitnehmen	B-Bewegung-Subjekt	B8C0DEBC-247D-43A4-981E-494BA790AF69	1
2011	ihn	O	none	0
2012	:	O	none	0
2013	,	O	none	0
2014	eine	O	none	0
2015	die	O	none	0
2016	Bühne	B-Ort-Container-BK	2E4BCCEA-47F4-4753-89A3-198E301DDD53	1
2017	Wahrscheinlich	O	none	0
2018	Dachdecker	O	none	0
2019	auch	O	none	0
2020	bin	O	none	0
2021	;	O	none	0
2022	fort	B-Positionierung	506A092B-1F42-4366-AE6B-7F460F30DFC3	1
2023	wenn	O	none	0
2024	:	O	none	0
2025	 	O	none	0
2026	Auftritt	O	none	0
2027	miteinander	O	none	0
2028	die	O	none	0
2029	ein	O	none	0
2030	steht	O	none	0
2031	in	O	none	0
2032	Pantomime	O	none	0
2033	:	O	none	0
2034	,	O	none	0
2035	schlimm	O	none	0
2036	schon	O	none	0
2037	gut	O	none	0
2038	nur	O	none	0
2039	,	I-Dimensionierung-Abstand	021E90E0-8E14-4F57-81E8-4F4F013A7D72	12
2040	und	O	none	0
2041	Bahnsteigtreppe	B-Ort-Container	A0F2634B-5D65-4B1A-9D10-98CFB5AB3FC0	1
2042	,	O	none	0
2043	ich	O	none	0
2044	rechnete	O	none	0
2045	eine	O	none	0
2046	miteinander	O	none	0
2047	,	O	none	0
2048	angekommen	B-Bewegung-Subjekt	EE72A7A7-6FC1-4C5B-8360-88987FA71CAD	1
2049	Mitte	B-Ort-ALT	3355E73B-6B28-4601-8515-20A2EFCB98BF	1
2050	,	O	none	0
2051	nahe	B-Dimensionierung-ALT	7589F186-892B-4914-9582-088E7F57FDE9	1
2052	angebrochene	B-Bewegung-ALT	3878826F-A50B-4704-956A-D10A44EC1864	1
2053	Katholiken	O	none	0
2054	muß	O	none	0
2055	,	O	none	0
2056	.	O	none	0
2057	schon	O	none	0
2058	unter	B-Richtung	EFB46829-C090-4758-8D4D-FBE9C79491B1	1
2059	ablaufen	B-Bewegung-ALT	E96211A9-2375-4FA1-8304-246E410E2BFA	1
2060	wären	O	none	0
2061	aus	O	none	0
2062	die	O	none	0
2063	Sie	O	none	0
2064	ins	B-Richtung	EC84DDF1-1C46-4F87-B5BA-72C01E555C0B	1
2065	und	O	none	0
2066	haben	O	none	0
2067	zurückgab	B-Bewegung-Subjekt	E53AD12F-E169-4B2C-B687-C8D85B43B021	1
2068	Ich	O	none	0
2069	der	O	none	0
2070	,	O	none	0
2071	"\n					"	O	none	0
2072	einen	O	none	0
2073	\n	O	none	0
2074	verwechselt	O	none	0
2075	fast	O	none	0
2076	kaum	O	none	0
2077	»	O	none	0
2078	Schlaf	O	none	0
2079	noch	O	none	0
2080	sagte	B-Bewegung-Schall	E44B1631-26CF-45EF-8893-3590FB8D6D53	1
2081	Hörer	O	none	0
2082	und	O	none	0
2083	auf	B-Richtung	CAD6220C-2FD4-44D3-9DEA-08A4B7D7610F	1
2084	ohne	O	none	0
2085	,	O	none	0
2086	Clown	O	none	0
2087	Gossen	B-Ort-Container	E04E3B64-4618-44EC-81C5-22E09E95DB59	1
2088	aufrunden	O	none	0
2089	auf	B-Positionierung	D456264A-F0D0-485B-83FE-EBC406A3FE6C	1
2090	dem	O	none	0
2091	einen	O	none	0
2092	,	O	none	0
2093	um	O	none	0
2094	ich	O	none	0
2095	mystische	O	none	0
2096	Natur	O	none	0
2097	Sie	O	none	0
2098	über	B-Richtung	E9CF203C-6C88-4312-9A8E-9BAA7C1625BF	1
2099	tagten	O	none	0
2100	.	O	none	0
2101	was	O	none	0
2102	mir	O	none	0
2103	hörte	B-Bewegung-Schall	B15D1399-93F9-4207-913C-BF09D13BA75B	1
2104	gut	O	none	0
2105	an	B-Positionierung	D16F04E5-DB6B-41B3-B7D2-B57D5AD612C3	1
2106	Bühne	B-Ort-Container	6480665A-074C-460C-B415-432AEF4D3147	1
2107	er	O	none	0
2108	über	O	none	0
2109	bis	O	none	0
2110	zu	O	none	0
2111	meines	O	none	0
2112	nicht	O	none	0
2113	abgesagt	O	none	0
2114	,	O	none	0
2115	Herr	O	none	0
2116	,	O	none	0
2117	«	O	none	0
2118	mühsam	O	none	0
2119	ihre	O	none	0
2120	Bochum	B-Ort-Container	FF2FE5E5-6ECB-4537-A371-65A6A04324B3	1
2121	uns	O	none	0
2122	viel	O	none	0
2123	mehr	O	none	0
2124	Nummer	O	none	0
2125	dunkle	O	none	0
2126	die	O	none	0
2127	ich	O	none	0
2128	,	O	none	0
2129	Bonn	B-Ort-Container	7364CECC-2299-4E62-8563-4CD1983CB390	1
2130	Ich	O	none	0
2131	diesen	O	none	0
2132	zur	O	none	0
2133	machte	B-Bewegung-ALT	2658CF8D-E339-40F6-AE64-1F43649FFBB8	1
2134	 	O	none	0
2135	Kritiker	O	none	0
2136	dieser	O	none	0
2137	mehr	O	none	0
2138	sich	O	none	0
2139	Automatik	O	none	0
2140	säumigen	O	none	0
2141	,	O	none	0
2142	,	O	none	0
2143	Geld	O	none	0
2144	bin	O	none	0
2145	des	O	none	0
2146	Zug	B-Ort-Container	F5CE2EF4-6C85-4456-9C39-A8125FEDF465	1
2147	in	B-Richtung-ALT	31EF392D-3008-4271-ACCD-1DE2C523B9BC	1
2148	Gewissen	O	none	0
2149	Geld	O	none	0
2150	amüsierten	O	none	0
2151	der	O	none	0
2152	genoß	O	none	0
2153	ihn	O	none	0
2154	weg	O	none	0
2155	,	O	none	0
2156	mich	O	none	0
2157	zu	O	none	0
2158	sagte	B-Bewegung-Schall	A9C748B5-A4AF-4FCB-8A04-4B1BFCBED574	1
2159	Schon	O	none	0
2160	süßlich	O	none	0
2161	Rasierapparat	O	none	0
2162	ihn	O	none	0
2163	Dienstjubilare	O	none	0
2164	für	O	none	0
2165	alles	O	none	0
2166	mit	O	none	0
2167	ich	O	none	0
2168	stürzt	B-Bewegung-Subjekt	E6567B74-B986-46C3-A237-278454E398D2	1
2169	Bahn	B-Ort-ALT	4080032A-5CE9-4068-AFD0-F49A04CC10B3	1
2170	meinen	O	none	0
2171	Illusionen	O	none	0
2172	Reisetasche	O	none	0
2173	wütend	O	none	0
2174	.	O	none	0
2175	,	O	none	0
2176	während	O	none	0
2177	meine	O	none	0
2178	ich	O	none	0
2179	nicht	O	none	0
2180	die	O	none	0
2181	um	O	none	0
2182	zuletzt	O	none	0
2183	«	O	none	0
2184	keinen	O	none	0
2185	,	O	none	0
2186	«	O	none	0
2187	spürte	O	none	0
2188	Clown	O	none	0
2189	mich	O	none	0
2190	sondern	O	none	0
2191	seinem	O	none	0
2192	obwohl	O	none	0
2193	sagte	B-Bewegung-Schall	6E03D571-E834-44DF-96A7-7EC11005B04E	1
2194	vom	B-Richtung	08FD1536-2A65-4864-A1B1-30B71847CDA6	1
2195	bin	O	none	0
2196	,	O	none	0
2197	Telegramm	O	none	0
2198	Kinder	O	none	0
2199	«	O	none	0
2200	und	O	none	0
2201	der	O	none	0
2202	ich	O	none	0
2203	es	O	none	0
2204	:	O	none	0
2205	vollkommen	O	none	0
2206	aufgegeben	B-Bewegung-ALT	45349AE3-E900-42C7-AE7C-116ADA72E99F	1
2207	aus	O	none	0
2208	das	O	none	0
2209	noch	O	none	0
2210	Kostert	O	none	0
2211	noch	O	none	0
2212	Schuhe	O	none	0
2213	ich	O	none	0
2214	den	O	none	0
2215	Ordnung	O	none	0
2216	Reste	O	none	0
2217	bevor	O	none	0
2218	zu	O	none	0
2219	ist	O	none	0
2220	Und	O	none	0
2221	Ich	O	none	0
2222	ich	O	none	0
2223	ins	B-Richtung	B6DCADE9-C093-4563-AA27-3AE5AC91C624	1
2224	.	O	none	0
2225	mir	O	none	0
2226	,	O	none	0
2227	Herr	O	none	0
2228	Könnten	O	none	0
2229	Fehler	O	none	0
2230	Bundeswehroffiziere	O	none	0
2231	Choreographie	O	none	0
2232	mit	O	none	0
2233	in	B-Richtung	A46AFDB9-6E31-490F-92C7-550BD7E9D0D6	1
2234	nehmen	B-Bewegung-ALT	719DAD3C-C225-4C0F-A95D-C2A6F6C8B76C	1
2235	manche	O	none	0
2236	Ich	O	none	0
2237	schrieb	B-Bewegung-ALT	C0388DD5-1B33-4057-97E4-9898F2DB9A4A	2
2238	\n	O	none	0
2239	Worte	O	none	0
2240	,	O	none	0
2241	Mark	O	none	0
2242	hinauf-	O	none	0
2243	und	O	none	0
2244	mir	O	none	0
2245	betrunkener	O	none	0
2246	Ecke	B-Ort-ALT	2024D99B-4DDD-4906-820D-B23DCF46DA0F	1
2247	Sie	O	none	0
2248	«	O	none	0
2249	die	O	none	0
2250	Ich	O	none	0
2251	Wohnung	B-Ort-Container	979D81DE-DADE-4F63-A7A5-5443A31E61D8	1
2252	,	O	none	0
2253	:	O	none	0
2254	mit	O	none	0
2255	,	O	none	0
2256	gegangen	B-Bewegung-Subjekt	869DAE5A-256E-4DFD-B45F-8F4245C35408	1
2257	ausgerechnet	O	none	0
2258	Schweigen	O	none	0
2259	.	O	none	0
2260	Gewissen	O	none	0
2261	wegen	O	none	0
2262	schickten	B-Bewegung-Subjekt	D6EE7FDB-9718-447C-AF7B-B6C904A80F52	1
2263	von	B-Richtung	07BFAF80-B9D2-4C24-BA8A-54D78FBE50BA	1
2264	Kollegium	O	none	0
2265	,	O	none	0
2266	Veranstalter	O	none	0
2267	Traum	O	none	0
2268	ist	O	none	0
2269	,	O	none	0
2270	Geld	O	none	0
2271	Bad	O	none	0
2272	,	O	none	0
2273	Katholiken	O	none	0
2274	auf	B-Richtung	82C5DFEC-509A-4F8F-A055-25F13B6F0A04	1
2275	oder	O	none	0
2276	und	O	none	0
2277	drin	B-Positionierung	6E66B97B-87DF-4D0A-A8F0-CB689F91B264	1
2278	mich	O	none	0
2279	verzweifelte	O	none	0
2280	angezogen	B-Bewegung-Subjekt	D865A2DB-4F17-45EC-A18C-94DD2BC3620B	1
2281	Anrufe	O	none	0
2282	Faxen	O	none	0
2283	ein	O	none	0
2284	abgeben	B-Bewegung-Subjekt	1B861DBB-29FC-4040-9C0E-AAACF132F145	1
2285	:	O	none	0
2286	noch	O	none	0
2287	mit	O	none	0
2288	Schulzeit	O	none	0
2289	das	O	none	0
2290	daß	O	none	0
2291	zwanzig	O	none	0
2292	nur	O	none	0
2293	Arzt	O	none	0
2294	Sie	O	none	0
2295	therapeutischen	O	none	0
2296	sagen	B-Bewegung-Schall	E4C2058F-19BC-4946-8DE4-564FAEC361E5	1
2297	,	O	none	0
2298	als	O	none	0
2299	Die	O	none	0
2300	für	O	none	0
2301	Anreden	O	none	0
2302	,	O	none	0
2303	beiden	O	none	0
2304	ungefähr	O	none	0
2305	kommen	B-Bewegung-Subjekt	9F3EE004-12F3-42AD-97BF-E6EFE253432A	1
2306	geschmolzen	O	none	0
2307	Die	O	none	0
2308	nüchtern	O	none	0
2309	zwei	O	none	0
2310	zu	O	none	0
2311	legte	B-Bewegung-Subjekt	8F6B638C-F09E-4430-8CBA-E3F71A18DC31	1
2312	als	O	none	0
2313	hatten	O	none	0
2314	Nein	O	none	0
2315	herumpopeln	B-Bewegung-ALT	1A96B1B2-0AA0-418F-8A87-4285CBB547A5	1
2316	«	O	none	0
2317	Verteidigungsrat	O	none	0
2318	meiner	O	none	0
2319	erster	O	none	0
2320	.	O	none	0
2321	Weise	O	none	0
2322	drei	B-Dimensionierung-Menge	42183D90-F11D-46F4-A1C1-C721663B8C8A	1
2323	und	O	none	0
2324	gereicht	B-Bewegung-ALT	48DF1BE1-10A3-47EA-98F2-2EA27A98B66B	1
2325	;	O	none	0
2326	Abläufen	O	none	0
2327	meiner	O	none	0
2328	eine	O	none	0
2329	beide	O	none	0
2330	und	O	none	0
2331	einen	O	none	0
2332	haben	B-Bewegung-ALT	81328878-227B-4514-8C7A-35CF61A0F8EF	1
2333	"\n					"	O	none	0
2334	,	O	none	0
2335	zu	B-Richtung-ALT	F40D4E88-A9BA-4006-A457-7490B1531F56	1
2336	Ihrem	O	none	0
2337	,	O	none	0
2338	Gage	O	none	0
